age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
21.0,14.0,8.96,7.17,6.0,2.0,23.0,3.0,13.53,0.22,38.85,Medium
44.0,13.0,8.31,8.29,1.0,19.0,7.0,3.0,11.72,1.88,50.51,Medium
37.0,0.0,13.54,5.31,4.0,13.0,4.0,2.0,15.28,1.82,85.66,High
44.0,15.0,6.06,7.47,0.0,10.0,23.0,,9.88,1.54,48.3,Medium
26.0,9.0,7.12,6.0,0.0,9.0,8.0,8.0,11.41,0.5,63.35,Medium
43.0,18.0,7.08,6.07,2.0,13.0,29.0,4.0,9.4,0.65,39.28,Medium
34.0,2.0,6.89,5.4,0.0,0.0,19.0,5.0,10.12,1.33,48.43,Medium
30.0,4.0,8.69,7.12,6.0,15.0,19.0,3.0,10.86,0.58,63.58,Medium
37.0,8.0,13.89,5.8,5.0,5.0,22.0,0.0,15.21,,64.27,Medium
,17.0,12.89,8.15,0.0,17.0,4.0,6.0,15.49,1.3,70.56,High
31.0,10.0,7.28,8.81,3.0,15.0,26.0,,11.29,1.04,49.87,Medium
25.0,15.0,,8.68,3.0,18.0,9.0,5.0,11.06,0.83,59.03,Medium
39.0,1.0,10.69,4.82,2.0,15.0,0.0,3.0,13.31,0.7,80.48,High
42.0,11.0,4.17,4.07,4.0,4.0,23.0,9.0,6.63,1.56,48.85,Medium
32.0,5.0,12.2,6.19,4.0,11.0,3.0,7.0,15.04,1.48,76.05,High
39.0,10.0,12.8,7.64,3.0,5.0,23.0,7.0,15.07,1.39,75.41,High
35.0,7.0,12.57,8.89,5.0,1.0,15.0,0.0,16.02,0.75,30.09,Low
37.0,11.0,7.75,7.92,1.0,15.0,17.0,8.0,9.0,1.55,66.48,Medium
29.0,1.0,8.62,6.9,6.0,10.0,27.0,7.0,12.85,1.92,52.32,Medium
42.0,8.0,4.12,4.13,7.0,11.0,11.0,1.0,5.81,1.38,24.85,Low
27.0,14.0,7.99,8.13,6.0,10.0,19.0,8.0,11.52,0.82,56.35,Medium
37.0,1.0,8.6,4.89,6.0,19.0,14.0,3.0,11.4,1.59,72.02,High
40.0,,13.07,4.28,5.0,18.0,17.0,9.0,17.16,1.22,100.0,High
20.0,9.0,12.94,8.25,3.0,7.0,4.0,5.0,17.24,1.76,54.11,Medium
42.0,1.0,13.66,6.83,6.0,17.0,25.0,1.0,15.48,1.43,77.41,High
27.0,11.0,12.85,4.64,,4.0,25.0,9.0,16.56,1.54,83.02,High
25.0,7.0,4.08,5.93,1.0,11.0,13.0,3.0,5.84,1.33,28.5,Low
24.0,,,4.43,4.0,,23.0,1.0,11.91,0.18,61.61,Medium
34.0,0.0,4.68,7.19,3.0,14.0,26.0,8.0,9.4,0.97,38.45,Medium
41.0,14.0,6.73,5.41,7.0,4.0,6.0,8.0,8.39,0.11,53.82,Medium
34.0,5.0,9.78,8.33,0.0,16.0,10.0,4.0,11.69,0.9,64.99,Medium
21.0,11.0,11.01,5.79,6.0,3.0,14.0,2.0,12.53,1.43,42.11,Medium
20.0,7.0,10.55,6.47,1.0,11.0,20.0,2.0,13.43,0.84,43.06,Medium
42.0,12.0,4.49,4.32,,17.0,10.0,0.0,9.17,0.0,25.79,Low
42.0,18.0,5.04,5.38,1.0,7.0,6.0,7.0,7.1,0.74,30.14,Low
30.0,0.0,5.29,7.38,4.0,19.0,20.0,2.0,8.46,0.14,56.48,Medium
29.0,10.0,4.91,7.68,5.0,16.0,22.0,3.0,7.56,1.56,29.72,Low
37.0,19.0,5.78,5.21,2.0,7.0,19.0,1.0,8.12,1.57,20.85,Low
37.0,0.0,10.88,6.52,6.0,12.0,19.0,7.0,14.17,1.61,72.37,High
36.0,7.0,12.31,8.09,0.0,2.0,25.0,2.0,15.55,0.06,33.39,Low
27.0,4.0,8.09,5.9,6.0,2.0,3.0,1.0,10.53,0.06,48.68,Medium
34.0,16.0,10.93,4.67,3.0,,26.0,0.0,15.33,1.81,43.43,Medium
27.0,7.0,6.0,6.16,7.0,17.0,23.0,9.0,7.21,0.25,66.56,Medium
36.0,9.0,13.73,7.0,5.0,6.0,0.0,1.0,15.07,1.34,43.68,Medium
31.0,1.0,7.5,4.04,1.0,1.0,25.0,1.0,12.46,1.59,9.81,Low
27.0,8.0,12.46,5.74,7.0,6.0,20.0,3.0,16.45,0.9,58.11,Medium
44.0,2.0,13.45,7.04,6.0,1.0,27.0,0.0,17.67,1.09,56.25,Medium
33.0,17.0,12.65,8.76,4.0,6.0,25.0,0.0,16.06,0.45,43.88,Medium
23.0,6.0,4.67,6.04,1.0,13.0,1.0,5.0,7.35,,33.6,Low
20.0,14.0,10.5,4.81,5.0,14.0,25.0,4.0,14.02,0.6,77.75,High
20.0,19.0,5.2,6.67,3.0,15.0,3.0,0.0,6.57,0.44,31.1,Low
38.0,17.0,4.06,5.43,7.0,7.0,,5.0,8.09,1.05,45.75,Medium
35.0,2.0,4.52,5.07,0.0,15.0,23.0,7.0,7.68,0.38,61.58,Medium
33.0,13.0,13.16,6.95,1.0,6.0,1.0,4.0,17.99,1.37,75.04,High
40.0,1.0,13.08,8.58,6.0,10.0,1.0,2.0,16.63,1.03,55.15,Medium
35.0,13.0,6.26,8.18,,3.0,17.0,2.0,7.87,0.3,17.17,Low
24.0,10.0,9.47,4.91,7.0,17.0,29.0,1.0,12.38,0.13,80.01,High
28.0,15.0,13.55,7.83,4.0,12.0,23.0,8.0,14.78,0.27,100.0,High
21.0,7.0,8.97,5.15,7.0,16.0,27.0,8.0,12.95,0.27,85.95,High
37.0,6.0,7.94,5.45,4.0,11.0,,6.0,10.95,0.63,72.21,High
25.0,10.0,8.83,8.6,2.0,17.0,2.0,0.0,11.31,1.67,33.3,Low
28.0,2.0,11.9,,4.0,9.0,20.0,0.0,16.77,0.11,60.45,Medium
20.0,16.0,8.77,4.84,2.0,6.0,17.0,3.0,13.53,0.26,49.12,Medium
28.0,13.0,11.83,4.32,0.0,11.0,21.0,1.0,,0.61,53.39,Medium
44.0,5.0,8.32,5.47,3.0,,9.0,2.0,10.2,1.11,46.99,Medium
35.0,7.0,6.52,6.91,2.0,12.0,5.0,1.0,10.43,1.53,34.45,Low
32.0,4.0,7.26,8.38,1.0,0.0,1.0,0.0,12.04,1.84,0.0,Low
28.0,7.0,,4.59,5.0,6.0,19.0,2.0,8.06,0.82,38.54,Medium
40.0,1.0,8.97,6.07,6.0,15.0,10.0,6.0,10.83,0.21,64.86,Medium
32.0,14.0,5.48,5.36,1.0,15.0,17.0,9.0,9.75,0.43,60.63,Medium
28.0,11.0,12.12,4.07,6.0,15.0,13.0,8.0,16.64,0.57,100.0,High
30.0,16.0,8.21,7.94,3.0,15.0,25.0,9.0,12.02,1.57,37.16,Medium
23.0,0.0,11.65,8.07,7.0,13.0,19.0,8.0,13.82,1.37,76.97,High
21.0,14.0,13.54,5.11,4.0,10.0,12.0,7.0,15.3,0.42,98.34,High
,13.0,12.49,4.76,5.0,18.0,28.0,5.0,,1.68,100.0,High
33.0,19.0,13.51,4.72,1.0,10.0,26.0,0.0,16.44,1.72,70.3,High
23.0,15.0,9.68,6.32,5.0,1.0,6.0,7.0,13.36,1.76,56.37,Medium
25.0,8.0,5.65,5.23,2.0,6.0,20.0,7.0,7.1,0.55,20.0,Low
38.0,0.0,13.35,6.56,3.0,8.0,25.0,8.0,14.89,0.27,82.15,High
25.0,16.0,12.69,5.92,1.0,8.0,19.0,9.0,15.14,0.21,100.0,High
21.0,12.0,12.64,5.05,4.0,13.0,9.0,5.0,14.68,0.8,97.98,High
37.0,4.0,10.93,7.76,5.0,9.0,25.0,2.0,14.41,0.86,48.19,Medium
32.0,9.0,10.25,4.75,4.0,15.0,18.0,5.0,12.72,1.74,77.69,High
28.0,5.0,4.15,7.99,5.0,17.0,28.0,7.0,7.89,0.54,60.89,Medium
42.0,18.0,11.48,6.81,1.0,0.0,28.0,,15.56,1.25,53.45,Medium
38.0,12.0,4.92,8.16,3.0,1.0,12.0,7.0,6.67,1.58,11.8,Low
32.0,0.0,6.6,4.02,0.0,19.0,21.0,2.0,11.28,0.54,55.77,Medium
30.0,19.0,9.51,7.75,1.0,3.0,1.0,7.0,13.66,0.53,47.32,Medium
20.0,14.0,8.52,4.26,4.0,1.0,19.0,4.0,12.03,1.34,50.61,Medium
43.0,13.0,4.16,8.75,0.0,3.0,11.0,6.0,8.8,1.45,0.0,Low
41.0,7.0,12.24,7.51,7.0,5.0,7.0,3.0,14.3,1.92,36.06,Medium
26.0,9.0,12.79,5.6,3.0,3.0,17.0,2.0,15.48,1.7,50.25,Medium
44.0,8.0,10.82,5.6,4.0,17.0,24.0,5.0,12.16,1.64,67.87,
40.0,16.0,9.41,8.31,3.0,4.0,1.0,8.0,12.23,1.38,64.24,Medium
34.0,8.0,13.61,8.51,5.0,10.0,15.0,3.0,16.64,0.24,62.28,Medium
20.0,2.0,5.2,8.46,1.0,12.0,7.0,8.0,8.66,1.62,32.88,Low
31.0,10.0,11.38,8.04,3.0,2.0,15.0,2.0,12.64,1.87,24.29,Low
26.0,11.0,5.28,8.1,4.0,18.0,7.0,5.0,6.41,0.78,43.92,Medium
34.0,9.0,7.82,6.86,1.0,19.0,22.0,4.0,10.5,0.63,68.85,Medium
40.0,16.0,9.85,4.14,6.0,10.0,29.0,8.0,11.61,1.04,94.02,High
38.0,16.0,11.37,4.43,4.0,10.0,12.0,5.0,15.41,1.91,79.14,High
44.0,10.0,4.04,7.25,4.0,1.0,25.0,1.0,7.71,0.1,13.38,Low
20.0,3.0,6.61,6.01,6.0,14.0,5.0,3.0,8.91,1.42,45.65,Medium
36.0,6.0,9.38,6.84,6.0,7.0,0.0,4.0,10.56,1.63,38.43,Medium
36.0,13.0,9.33,5.16,0.0,1.0,1.0,8.0,11.06,1.58,,Medium
22.0,6.0,10.38,7.25,2.0,7.0,6.0,0.0,14.15,1.13,39.56,Medium
31.0,7.0,7.04,5.21,3.0,19.0,12.0,8.0,12.0,1.84,85.33,
25.0,0.0,9.41,6.3,3.0,14.0,26.0,9.0,11.72,0.27,69.15,Medium
30.0,3.0,5.9,6.39,,15.0,3.0,0.0,10.11,0.49,27.94,Low
22.0,11.0,5.87,4.89,7.0,12.0,8.0,0.0,10.34,0.61,42.01,Medium
27.0,2.0,9.77,8.38,5.0,16.0,18.0,3.0,10.96,0.02,58.5,Medium
33.0,12.0,10.85,6.63,7.0,13.0,19.0,5.0,15.51,0.74,85.0,
33.0,19.0,5.2,8.33,3.0,13.0,2.0,1.0,8.06,0.32,36.07,Medium
29.0,5.0,5.23,5.31,6.0,0.0,22.0,0.0,10.09,1.45,34.19,Low
21.0,10.0,9.65,4.86,7.0,0.0,1.0,3.0,12.8,0.83,67.41,Medium
33.0,3.0,6.7,4.09,0.0,2.0,15.0,7.0,8.64,1.41,42.99,Medium
28.0,19.0,7.92,4.47,3.0,14.0,9.0,5.0,12.82,0.59,63.17,Medium
22.0,15.0,8.01,4.74,3.0,4.0,27.0,4.0,9.98,0.26,52.86,Medium
40.0,6.0,5.79,4.39,4.0,4.0,11.0,0.0,10.32,0.26,6.54,Low
27.0,10.0,4.01,8.48,0.0,3.0,17.0,2.0,5.7,0.41,2.69,Low
35.0,0.0,12.53,8.56,6.0,13.0,1.0,6.0,16.23,0.23,86.92,High
21.0,6.0,11.15,8.69,5.0,19.0,13.0,9.0,13.8,0.44,94.56,High
25.0,,10.91,8.8,3.0,6.0,11.0,2.0,15.8,1.16,29.73,Low
40.0,6.0,9.47,6.46,5.0,14.0,19.0,4.0,11.21,0.51,76.9,High
44.0,6.0,11.01,,2.0,10.0,23.0,5.0,13.65,0.69,54.1,Medium
31.0,9.0,13.36,4.65,0.0,13.0,23.0,8.0,16.92,0.11,100.0,High
,15.0,10.66,4.69,0.0,5.0,23.0,2.0,15.57,1.78,47.65,Medium
21.0,7.0,6.65,7.86,0.0,9.0,7.0,5.0,8.87,0.28,37.7,Medium
35.0,8.0,9.71,8.28,6.0,6.0,22.0,1.0,12.3,0.7,29.09,Low
24.0,8.0,8.42,7.92,7.0,9.0,21.0,8.0,11.27,0.76,56.1,Medium
34.0,1.0,9.56,8.17,6.0,13.0,27.0,8.0,11.57,1.54,54.55,
31.0,12.0,9.18,5.38,4.0,4.0,6.0,6.0,13.45,0.97,61.93,Medium
23.0,12.0,12.59,6.33,7.0,0.0,12.0,8.0,13.96,0.77,72.14,High
34.0,3.0,10.52,6.3,0.0,18.0,14.0,3.0,14.34,1.39,60.08,Medium
30.0,11.0,5.89,8.98,4.0,7.0,13.0,9.0,9.03,1.19,35.22,Medium
35.0,16.0,4.63,8.75,6.0,18.0,4.0,0.0,6.6,0.16,45.85,Medium
42.0,1.0,8.24,6.99,2.0,16.0,7.0,0.0,11.21,0.63,34.7,Low
25.0,12.0,4.16,4.69,1.0,18.0,17.0,1.0,8.48,1.96,28.86,Low
33.0,17.0,7.18,5.29,4.0,15.0,4.0,9.0,9.96,0.97,59.09,Medium
37.0,14.0,7.68,5.82,3.0,3.0,22.0,2.0,9.17,0.85,18.35,Low
31.0,7.0,7.76,8.37,0.0,7.0,8.0,1.0,8.92,0.3,18.31,Low
30.0,14.0,13.79,4.85,7.0,3.0,9.0,3.0,17.9,1.68,80.99,High
32.0,0.0,7.04,5.1,1.0,12.0,16.0,7.0,9.36,0.27,66.87,Medium
40.0,19.0,6.65,5.75,4.0,6.0,26.0,2.0,11.37,0.21,45.1,Medium
42.0,9.0,5.29,8.63,7.0,0.0,24.0,3.0,8.76,0.88,17.16,Low
30.0,11.0,9.11,6.52,7.0,8.0,2.0,1.0,11.86,0.87,38.51,Medium
42.0,4.0,5.54,7.23,5.0,3.0,0.0,0.0,8.8,1.96,21.93,Low
35.0,8.0,10.16,5.94,,13.0,6.0,7.0,12.99,0.26,92.16,High
34.0,7.0,5.55,4.94,5.0,8.0,14.0,6.0,10.17,0.97,65.11,Medium
40.0,15.0,9.77,5.11,3.0,2.0,18.0,9.0,12.6,0.4,80.15,High
34.0,13.0,12.26,,1.0,14.0,7.0,1.0,13.68,1.4,54.35,Medium
44.0,12.0,4.43,8.47,2.0,4.0,10.0,7.0,7.82,0.78,12.48,Low
23.0,12.0,8.2,6.47,4.0,0.0,1.0,9.0,11.69,1.3,21.27,Low
30.0,4.0,8.61,5.78,5.0,10.0,,2.0,12.67,0.68,54.19,Medium
38.0,15.0,11.91,8.04,5.0,18.0,27.0,6.0,16.64,1.13,85.35,High
34.0,10.0,8.68,7.37,4.0,4.0,1.0,0.0,11.45,0.94,18.83,Low
23.0,4.0,9.68,4.2,5.0,,10.0,2.0,12.09,0.75,70.86,High
40.0,12.0,11.91,5.75,2.0,18.0,19.0,8.0,14.87,1.08,100.0,High
32.0,10.0,9.6,7.41,7.0,16.0,27.0,3.0,14.2,0.77,,Medium
41.0,18.0,7.58,6.87,5.0,4.0,16.0,0.0,12.5,1.61,33.18,Low
38.0,2.0,4.86,8.89,4.0,19.0,28.0,5.0,9.74,0.99,53.54,Medium
21.0,14.0,11.3,8.33,0.0,8.0,9.0,0.0,13.22,1.81,26.56,Low
33.0,6.0,12.71,4.3,5.0,5.0,4.0,9.0,15.7,0.45,90.34,High
23.0,6.0,13.7,7.63,4.0,12.0,2.0,0.0,15.74,0.22,72.06,High
35.0,5.0,13.27,5.68,7.0,10.0,8.0,1.0,15.74,0.76,84.98,High
40.0,2.0,,7.41,7.0,0.0,19.0,,13.1,0.37,68.65,Medium
39.0,12.0,10.43,7.09,0.0,16.0,21.0,1.0,12.07,0.79,49.58,Medium
33.0,6.0,11.81,6.52,5.0,5.0,24.0,7.0,14.4,0.41,85.56,High
34.0,4.0,8.32,8.26,5.0,2.0,1.0,5.0,10.78,1.74,26.64,Low
22.0,17.0,9.95,7.54,4.0,15.0,22.0,0.0,12.07,1.14,47.91,Medium
27.0,7.0,7.49,8.45,3.0,12.0,18.0,5.0,9.41,1.0,41.07,Medium
35.0,16.0,7.27,5.41,3.0,11.0,16.0,0.0,11.27,1.58,45.64,Medium
29.0,19.0,11.57,5.74,1.0,10.0,24.0,8.0,13.75,0.26,73.87,High
23.0,0.0,8.54,7.11,3.0,1.0,24.0,2.0,12.37,1.71,20.78,Low
37.0,13.0,6.12,8.83,2.0,18.0,11.0,0.0,8.59,0.97,25.3,Low
21.0,16.0,6.02,5.86,7.0,7.0,26.0,0.0,10.23,0.27,29.03,Low
36.0,9.0,12.59,4.16,1.0,12.0,19.0,1.0,14.26,1.64,80.62,High
32.0,11.0,10.78,6.23,7.0,,8.0,5.0,12.41,0.92,79.27,High
23.0,15.0,9.46,6.72,3.0,14.0,22.0,0.0,13.18,1.21,41.71,Medium
44.0,13.0,8.01,8.0,0.0,16.0,3.0,6.0,12.67,1.79,,Medium
30.0,15.0,8.31,7.64,6.0,14.0,27.0,3.0,9.88,1.78,53.88,Medium
26.0,7.0,4.57,8.82,4.0,9.0,17.0,6.0,5.86,,22.1,Low
31.0,9.0,8.55,7.91,7.0,0.0,15.0,3.0,13.29,0.83,29.98,Low
29.0,16.0,11.95,5.49,3.0,11.0,28.0,3.0,13.42,1.5,64.3,Medium
26.0,17.0,7.88,7.21,0.0,8.0,20.0,3.0,9.88,0.47,43.65,Medium
32.0,19.0,7.84,7.36,6.0,4.0,23.0,9.0,12.56,1.66,54.23,Medium
26.0,15.0,4.16,8.99,1.0,14.0,9.0,9.0,8.37,0.68,36.19,Medium
43.0,16.0,8.58,4.69,4.0,2.0,25.0,7.0,10.95,0.93,53.79,Medium
36.0,15.0,4.25,4.96,7.0,18.0,21.0,1.0,9.07,1.78,37.36,Medium
29.0,18.0,9.7,4.78,3.0,,11.0,7.0,12.97,1.61,59.59,Medium
29.0,,9.07,6.95,1.0,6.0,29.0,9.0,10.36,1.91,42.1,Medium
43.0,5.0,12.4,4.68,7.0,6.0,27.0,0.0,16.21,0.73,67.59,
23.0,5.0,9.82,7.28,,1.0,10.0,6.0,12.97,0.3,43.45,Medium
39.0,,7.23,8.02,1.0,1.0,4.0,6.0,10.52,1.82,14.56,Low
23.0,3.0,9.16,6.16,7.0,,19.0,5.0,14.14,0.99,68.64,Medium
41.0,11.0,11.0,6.8,3.0,4.0,10.0,3.0,12.61,1.78,44.89,Medium
26.0,11.0,4.94,8.56,6.0,3.0,15.0,4.0,8.57,1.46,24.06,Low
41.0,16.0,10.21,6.85,0.0,6.0,14.0,0.0,13.04,1.75,34.69,Low
20.0,14.0,13.17,5.04,,15.0,5.0,1.0,15.26,1.31,85.65,High
31.0,8.0,6.99,5.72,6.0,2.0,12.0,9.0,10.76,1.62,43.45,Medium
43.0,6.0,10.27,6.65,7.0,1.0,,6.0,13.94,0.24,60.43,Medium
32.0,9.0,12.21,4.77,0.0,16.0,26.0,1.0,16.64,1.94,84.62,High
29.0,15.0,9.12,7.06,4.0,8.0,2.0,7.0,13.64,0.36,59.59,Medium
34.0,11.0,11.18,9.0,3.0,19.0,17.0,6.0,14.43,0.05,82.94,High
32.0,6.0,7.11,7.26,2.0,7.0,0.0,9.0,9.41,1.06,47.64,Medium
42.0,17.0,7.06,5.86,6.0,11.0,24.0,7.0,10.18,1.42,58.72,Medium
41.0,14.0,10.68,5.66,2.0,6.0,16.0,3.0,13.12,1.43,61.49,Medium
41.0,5.0,11.05,8.66,4.0,13.0,26.0,0.0,13.16,0.68,46.79,Medium
40.0,11.0,13.37,8.36,7.0,15.0,19.0,6.0,16.58,1.51,98.66,High
41.0,10.0,6.25,6.36,4.0,0.0,5.0,0.0,9.88,1.69,13.06,Low
28.0,19.0,8.68,5.77,2.0,9.0,8.0,6.0,12.04,1.22,53.61,Medium
28.0,2.0,6.51,7.55,4.0,10.0,3.0,8.0,11.33,0.77,46.39,Medium
34.0,1.0,4.8,5.57,4.0,6.0,6.0,4.0,6.99,1.23,27.24,Low
29.0,5.0,8.03,4.6,7.0,17.0,22.0,1.0,10.52,1.72,75.74,High
43.0,4.0,7.74,5.55,3.0,18.0,28.0,0.0,11.41,1.8,60.27,Medium
44.0,17.0,6.7,6.17,0.0,13.0,29.0,7.0,10.1,0.06,63.52,Medium
29.0,15.0,6.97,5.28,5.0,16.0,21.0,3.0,7.98,0.24,62.67,Medium
27.0,7.0,7.6,5.08,7.0,18.0,24.0,7.0,9.85,0.01,89.07,High
43.0,19.0,13.89,4.03,1.0,12.0,10.0,1.0,15.91,0.98,83.69,High
35.0,10.0,11.83,7.15,7.0,2.0,25.0,2.0,16.19,0.87,47.83,Medium
36.0,9.0,4.71,7.07,2.0,1.0,22.0,2.0,9.17,1.09,10.2,Low
24.0,11.0,12.72,4.94,1.0,8.0,2.0,3.0,14.86,1.37,65.51,Medium
23.0,5.0,10.33,8.72,2.0,,15.0,8.0,11.74,0.73,63.26,Medium
37.0,19.0,12.91,6.05,2.0,13.0,5.0,8.0,14.73,0.42,78.11,High
43.0,4.0,7.42,4.13,0.0,4.0,6.0,4.0,9.13,0.79,30.56,Low
38.0,8.0,8.65,5.1,6.0,19.0,11.0,6.0,10.6,0.02,87.42,High
23.0,15.0,12.96,7.46,6.0,14.0,6.0,8.0,14.9,1.66,94.79,High
26.0,13.0,6.73,,2.0,19.0,28.0,0.0,9.65,0.77,48.0,Medium
29.0,7.0,13.16,4.27,2.0,0.0,21.0,1.0,15.44,1.25,71.27,High
44.0,19.0,12.28,7.09,0.0,19.0,18.0,5.0,15.52,0.65,70.6,High
,18.0,13.81,6.59,4.0,6.0,21.0,2.0,16.19,1.23,72.74,High
38.0,13.0,7.24,7.81,6.0,4.0,15.0,6.0,11.5,1.08,49.86,Medium
23.0,6.0,6.36,7.86,5.0,3.0,17.0,4.0,11.16,0.42,31.24,Low
29.0,4.0,7.31,8.8,7.0,10.0,9.0,9.0,9.93,1.25,52.94,Medium
20.0,17.0,13.55,4.29,1.0,18.0,28.0,7.0,14.75,0.22,100.0,High
42.0,1.0,7.33,4.19,2.0,5.0,0.0,0.0,9.29,0.96,37.26,Medium
37.0,10.0,9.65,8.94,0.0,19.0,7.0,8.0,11.06,1.44,51.3,Medium
24.0,7.0,8.04,7.22,2.0,17.0,2.0,9.0,10.42,1.1,64.48,Medium
34.0,0.0,7.96,7.58,6.0,4.0,29.0,5.0,11.54,1.49,31.65,Low
36.0,11.0,5.93,4.48,0.0,19.0,15.0,4.0,,0.55,64.43,Medium
22.0,1.0,9.37,4.35,1.0,14.0,23.0,7.0,11.34,0.1,90.84,High
31.0,17.0,12.49,4.8,3.0,19.0,2.0,3.0,16.56,0.11,100.0,High
21.0,6.0,4.49,6.14,6.0,5.0,1.0,8.0,6.02,0.54,22.55,Low
20.0,16.0,12.89,4.55,4.0,3.0,11.0,4.0,14.8,0.82,57.87,Medium
42.0,,10.65,6.23,7.0,16.0,7.0,0.0,14.35,1.08,65.51,Medium
40.0,6.0,10.17,6.81,7.0,14.0,18.0,7.0,11.96,1.52,84.57,High
36.0,,10.26,4.0,3.0,17.0,23.0,8.0,13.98,1.68,98.54,High
41.0,5.0,6.96,4.57,0.0,5.0,17.0,4.0,11.87,1.39,19.78,Low
35.0,19.0,8.15,5.88,2.0,19.0,19.0,4.0,12.48,0.93,70.34,High
24.0,1.0,11.99,4.27,4.0,18.0,24.0,5.0,13.63,0.53,73.62,High
34.0,16.0,7.06,4.67,6.0,11.0,14.0,8.0,10.14,0.86,73.24,High
22.0,11.0,8.7,5.16,1.0,8.0,16.0,4.0,11.39,0.55,49.85,Medium
26.0,11.0,4.2,6.15,7.0,7.0,17.0,1.0,9.17,1.25,20.15,Low
30.0,16.0,11.34,7.57,6.0,14.0,17.0,2.0,16.2,1.64,60.3,Medium
29.0,9.0,8.18,4.66,5.0,0.0,8.0,9.0,9.69,1.04,53.16,Medium
28.0,2.0,9.25,7.69,4.0,1.0,25.0,2.0,13.88,0.09,34.26,Low
33.0,19.0,5.15,8.28,7.0,2.0,4.0,8.0,6.92,1.88,41.84,Medium
32.0,17.0,,7.26,2.0,18.0,10.0,7.0,16.2,0.59,85.76,High
44.0,12.0,7.02,4.22,7.0,9.0,28.0,5.0,9.43,1.83,53.34,Medium
44.0,11.0,10.35,6.2,7.0,13.0,3.0,4.0,12.5,1.63,76.21,High
21.0,16.0,9.81,7.3,3.0,18.0,25.0,9.0,14.22,0.83,84.1,High
22.0,3.0,11.85,8.89,0.0,10.0,9.0,,14.17,0.11,47.38,Medium
26.0,9.0,6.94,8.76,3.0,5.0,3.0,8.0,11.21,1.9,24.29,Low
40.0,10.0,11.56,5.98,6.0,18.0,22.0,9.0,16.54,1.32,100.0,High
37.0,5.0,7.83,7.08,4.0,13.0,2.0,7.0,12.19,0.5,41.61,Medium
22.0,5.0,8.11,8.45,5.0,7.0,24.0,4.0,10.49,1.07,27.47,Low
29.0,8.0,10.73,8.16,2.0,1.0,15.0,5.0,14.58,1.27,55.21,Medium
41.0,14.0,11.84,6.4,0.0,17.0,20.0,8.0,14.98,0.45,77.06,High
,1.0,10.67,5.31,2.0,3.0,10.0,0.0,14.82,0.19,32.44,Low
28.0,3.0,13.0,4.69,2.0,2.0,8.0,3.0,,0.53,52.71,Medium
36.0,4.0,6.85,6.44,5.0,1.0,0.0,4.0,10.4,0.1,26.58,Low
30.0,16.0,13.01,7.61,4.0,,9.0,8.0,17.1,0.14,71.72,High
26.0,7.0,5.31,8.85,3.0,17.0,11.0,4.0,9.35,0.31,52.39,Medium
43.0,7.0,10.6,8.31,,10.0,29.0,4.0,15.45,0.32,58.93,Medium
33.0,11.0,9.48,5.02,6.0,8.0,23.0,2.0,10.71,0.5,56.46,Medium
38.0,7.0,8.95,7.6,6.0,7.0,1.0,7.0,11.33,1.87,69.49,Medium
23.0,18.0,7.11,5.45,2.0,7.0,14.0,6.0,10.02,1.15,39.83,Medium
25.0,2.0,9.04,7.42,2.0,4.0,29.0,7.0,11.28,0.85,44.85,Medium
29.0,17.0,5.62,7.33,0.0,12.0,23.0,3.0,7.86,1.13,27.32,Low
26.0,18.0,7.69,5.36,2.0,6.0,19.0,7.0,9.39,0.01,62.43,Medium
32.0,18.0,4.99,5.17,6.0,4.0,15.0,9.0,,1.79,30.81,Low
33.0,14.0,9.72,4.52,2.0,12.0,1.0,3.0,14.35,1.06,51.98,Medium
23.0,5.0,4.96,4.25,7.0,19.0,12.0,0.0,6.29,0.9,64.73,Medium
27.0,15.0,5.6,8.29,7.0,15.0,17.0,3.0,7.22,1.88,56.29,Medium
24.0,7.0,4.85,4.25,4.0,13.0,28.0,4.0,6.76,1.46,42.31,Medium
20.0,15.0,7.81,4.44,6.0,4.0,21.0,9.0,10.85,0.67,52.32,Medium
23.0,17.0,12.42,5.19,2.0,18.0,18.0,7.0,16.58,1.87,81.09,High
22.0,19.0,13.07,8.44,5.0,3.0,10.0,9.0,14.36,,76.45,High
28.0,15.0,4.72,5.66,7.0,10.0,13.0,5.0,8.27,1.91,23.54,Low
27.0,10.0,10.35,4.96,5.0,1.0,29.0,9.0,11.95,0.19,70.6,High
20.0,6.0,10.84,7.58,6.0,12.0,25.0,4.0,15.73,1.91,60.57,Medium
25.0,16.0,9.34,5.6,2.0,15.0,2.0,2.0,13.94,1.09,52.1,Medium
28.0,16.0,10.67,5.67,5.0,8.0,8.0,3.0,15.47,1.34,50.39,Medium
26.0,11.0,6.34,,4.0,15.0,,5.0,7.76,0.42,58.8,Medium
23.0,12.0,8.9,5.26,0.0,6.0,13.0,5.0,11.85,0.28,56.83,Medium
32.0,9.0,7.91,8.48,5.0,15.0,6.0,5.0,9.57,0.16,71.5,High
36.0,6.0,4.9,6.81,6.0,12.0,11.0,1.0,8.3,0.84,36.9,Medium
21.0,13.0,10.26,6.69,5.0,4.0,20.0,7.0,12.19,0.44,61.42,Medium
